"gene"	"mRNA len"	"genomic span"	"DC_normal"	"DC_treated"	"DC0904"	"DC0907"	"DCLPS0910"	"DCLPS0913"	"A_DC"	"A_DC_LPS"	"B_DC"	"B_DC_LPS"	"C_DC"	"C_DC_LPS"	"C2DC"	"C2DCLPS"	"C3DC"	"C3DCLPS"
"ANXA8L2"	2039	16120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANXA9"	1838	13617	139	0	90	49	0	0	83	41	73	0	452	120	277	119	332	134
"AOAH"	2517	211545	23475	14515	13358	10117	7866	6649	9845	6971	15954	23649	3028	4792	2946	3235	3054	2033
"AOC2"	2667	6115	0	0	0	0	0	0	32	218	0	0	0	9	0	0	3	0
"AOC3"	4027	6939	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0
"AOF1"	3457	12360	938	85	538	400	25	60	543	46	80	11	789	907	463	476	927	551
"AOX1"	4966	85486	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
"AOX2"	988	23569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AP1AR"	2916	38316	798	799	456	342	461	338	493	532	32	401	866	985	957	823	970	679
"AP1B1"	4196	60900	9173	5391	5150	4023	2792	2599	3924	3063	6058	9022	7634	6160	11469	9508	14801	12058
"AP1G1"	7429	80071	3113	4308	1545	1568	2438	1870	1500	2261	916	3686	4533	5257	4610	3925	5392	3334
"AP1G2"	2898	8504	1753	924	641	1112	569	355	1036	594	2170	1088	2101	2239	2297	2315	5110	2816
"AP1GBP1"	1427	37598	1195	434	712	483	267	167	657	301	492	413	210	151	300	232	388	179
"AP1M1"	2404	37493	1294	255	744	550	156	99	1027	418	936	481	897	981	1234	1063	1710	1184
"AP1M2"	1768	14645	0	0	0	0	0	0	68	48	0	0	0	0	0	0	0	0
"AP1S1"	1301	6872	36	0	20	16	0	0	96	38	0	0	400	472	688	521	895	598
"AP1S2"	2297	29172	2434	5751	1412	1022	3088	2663	988	1924	532	4063	3281	4702	2812	3955	3935	2902
"AP1S3"	4046	82273	813	10670	537	276	5650	5020	151	4937	11	8845	209	773	93	220	131	196
"AP2A1"	3521	40189	1688	458	936	752	287	171	954	883	1562	1537	3484	3220	3676	3347	4215	3113
"AP2A2"	4637	86400	17569	4812	9684	7885	2695	2117	8638	1604	11993	2239	6229	5252	7847	5472	9486	4635
"AP2B1"	5826	139153	1569	910	885	684	456	454	1423	1504	165	1313	3148	3291	4158	3413	4934	3347
"AP2M1"	1948	9246	1175	314	624	551	163	151	530	203	622	156	12560	10365	15297	13708	19109	11513
"AP2S1"	895	12782	217	0	122	95	0	0	149	33	192	24	2218	921	1680	1702	2090	1700
"AP3B1"	4012	292379	12233	8087	7166	5067	4361	3726	6978	4505	1724	5060	2390	3993	2436	2246	2398	1569
"AP3B2"	3788	50603	8	0	2	6	0	0	104	29	0	0	6	3	104	115	4	0
"AP3D1"	5081	50564	5564	3478	3136	2428	1826	1652	2362	2717	4698	6614	4295	3821	5559	4704	6637	4398
"AP3M1"	5262	30812	2064	869	653	1411	737	132	1221	535	79	258	10116	10293	2105	5013	2378	1470
"AP3M2"	3681	18240	374	0	226	148	0	0	283	14	50	0	464	213	512	111	759	256
"AP3S1"	1330	72159	1582	268	890	692	160	108	1020	286	123	165	1188	1184	1722	1549	2088	1506
"AP3S2"	6059	63787	2520	386	1291	1229	220	166	1410	139	421	77	1619	1467	970	623	1802	1040
"AP4B1"	2495	10066	159	24	72	87	24	0	216	27	31	63	522	330	619	359	875	222
"AP4E1"	6703	97153	1307	62	722	585	44	18	846	69	450	123	1437	1424	1199	906	1169	836
"AP4M1"	1903	5674	75	12	44	31	12	0	240	84	104	38	567	482	564	435	877	447
"AP4S1"	1910	60326	520	76	296	224	43	33	272	109	183	483	183	269	107	101	139	91
"APAF1"	7211	90128	1085	89	534	551	52	37	779	51	230	32	1092	1286	1249	989	1338	753
"APBA1"	6597	244828	10501	3181	5919	4582	1852	1329	4244	1350	1756	1022	773	868	933	839	1208	720
"APBA2"	3958	279348	3	0	3	0	0	0	530	183	0	0	0	4	0	0	12	6
"APBA3"	2169	10904	178	193	64	114	97	96	77	300	27	646	388	702	406	679	486	512
"APBB1"	2650	23947	0	0	0	0	0	0	64	29	0	0	8	5	10	7	31	8
"APBB1IP"	2650	129466	40835	18157	22735	18100	9743	8414	16849	6879	22054	18097	7505	7976	5473	4494	9754	5885
"APBB2"	8992	404592	0	0	0	0	0	0	55	40	0	0	0	0	0	0	0	0
"APBB3"	2306	6338	216	72	61	155	36	36	78	35	10	0	147	93	237	142	132	134
"APC"	11040	138719	6554	1126	3686	2868	629	497	3594	716	1427	586	2710	3196	2915	2106	3160	1680
"APC2"	11670	21957	252	152	129	123	128	24	406	237	443	169	927	441	379	272	468	273
"APC4"	2332	5581	407	0	247	160	0	0	343	64	77	16	610	513	576	402	539	352
"APC5"	1836	29147	1481	413	827	654	224	189	908	201	1211	322	1357	1343	1818	1319	2142	1490
"APCDD1"	2566	34074	0	0	0	0	0	0	0	0	0	0	71	23	10	0	54	0
"APCDD1L"	3288	55525	21	0	21	0	0	0	127	28	0	0	0	0	0	0	0	0
"APCS"	932	1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"APECED"	1709	7964	6	1	3	3	0	1	28	60	0	0	1	2	0	0	0	0
"APEH"	2779	9500	645	129	361	284	30	99	406	250	382	183	3224	2968	2858	2239	3535	2578
"APEX1"	1603	2506	287	109	136	151	73	36	79	29	0	0	2606	2499	2485	2187	3968	2062
"APEX2"	1982	7433	775	168	470	305	124	44	320	114	257	166	1234	1015	1325	767	2094	1112
"APG4-D"	1861	9448	196	32	111	85	0	32	91	82	36	177	424	496	435	455	542	447
"APH1A"	2195	3735	530	233	333	197	155	78	195	255	422	500	1767	1000	1824	5483	2930	1399
"APH1B"	4263	31577	885	7	507	378	0	7	761	33	447	21	730	752	798	665	1173	618
"APHC"	4593	162935	6760	2781	3775	2985	1557	1224	3486	1792	733	1367	2110	2484	1477	1357	2034	1222
"API5"	3845	32577	1053	327	610	443	158	169	712	365	38	335	2512	3255	3596	2852	4141	2673
"APIP"	1265	34098	1451	421	753	698	207	214	754	160	2938	2304	209	17	634	537	449	384
"APITD1"	1472	22051	0	0	0	0	0	0	46	13	0	27	46	43	20	33	64	23
"APLF"	3858	112604	510	3948	252	258	2142	1806	294	1675	32	2022	92	143	62	47	89	58
"APLN"	3118	9590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"APLNR"	3875	3875	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
"APLP1"	2466	11299	0	376	0	0	189	187	37	181	0	334	0	80	0	95	0	173
"APLP2"	3829	74991	2334	609	1274	1060	382	227	1894	677	619	590	7106	6893	15170	18608	15637	12583
"APMAP"	2035	29846	2633	2127	1450	1183	1169	958	1235	1303	981	1209	3848	4505	4696	4416	5040	3527
"APNH"	4121	56152	1008	114	643	365	27	87	833	145	227	174	829	698	943	601	1367	752
"APO"	2404	12473	1131	61	647	484	32	29	872	104	38	51	83	112	17	11	106	29
"APO3L"	1632	8833	93	0	50	43	0	0	172	35	0	22	903	564	1303	792	1488	951
"APOA1"	942	1835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"APOA1BP"	1430	2513	128	69	72	56	47	22	135	97	11	0	924	1039	894	950	865	976
"APOA2"	477	1337	12	0	12	0	0	0	24	0	0	0	0	0	0	0	0	0
"APOA4"	1463	2595	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
"APOA5"	1911	3051	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
"APOB"	14149	42645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"APOB48R"	3764	4291	2475	1363	1283	1192	706	657	387	783	671	651	7305	7317	4817	0	9728	6500
"APOBEC-2"	1467	11691	228	65	107	121	27	38	220	32	0	18	31	16	0	0	0	1
"APOBEC1"	896	16507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"APOBEC2"	1636	11691	228	65	107	121	27	38	220	32	0	18	31	16	0	0	0	1
"APOBEC3A"	1449	5663	0	0	0	0	0	0	182	197	0	0	0	66	59	95	28	31
"APOBEC3B"	1544	10380	0	0	0	0	0	0	47	48	0	0	0	0	11	25	7	4
"APOBEC3C"	1111	4560	0	0	0	0	0	0	20	32	0	0	1648	1557	729	315	758	582
"APOBEC3D"	2509	12139	17	0	15	2	0	0	288	175	0	0	1666	1557	755	354	791	586
"APOBEC3F"	4695	15302	0	0	0	0	0	0	126	43	0	0	13	8	17	10	47	47
"APOBEC3G"	2582	8082	143	0	68	75	0	0	170	28	88	0	242	232	211	181	247	268
"APOBEC3H"	921	6712	0	0	0	0	0	0	19	0	0	0	0	0	3	0	0	5
"APOBEC4"	2773	7032	110	0	99	11	0	0	33	61	0	51	0	0	0	0	0	0
"APOC1"	628	5031	1	0	1	0	0	0	41	12	0	0	156	488	1336	2474	923	989
"APOC2"	724	3576	12	0	10	2	0	0	31	19	3	1	62	0	218	202	465	441
"APOC3"	537	3165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"APOC4"	616	3258	0	0	0	0	0	0	52	9	0	0	0	0	0	0	3	0
"APOD"	1386	13616	3	0	0	3	0	0	0	0	0	0	64	75	30	15	51	43
"APOE"	1183	3612	0	0	0	0	0	0	26	16	0	0	1065	682	5939	6500	2850	3225
"APOF"	1691	2230	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"APOH"	1208	17410	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"APOL1"	3057	14461	88	490	6	82	277	213	154	451	53	77	1044	1675	598	838	843	624
"APOL2"	2691	13746	2043	825	1116	927	445	380	748	615	1128	380	2701	2403	2656	1972	2650	1229
"APOL3"	3637	25855	553	188	359	194	105	83	294	141	176	565	603	555	443	714	653	500
"APOL4"	3522	15703	3058	186	1667	1391	103	83	1240	59	2720	135	486	4024	6249	2551	10755	4136
"APOL5"	1440	11610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"APOL6"	10141	20033	421	1638	274	147	892	746	320	840	128	457	2340	3371	493	492	471	261
"APOLD1"	4737	65548	184	590	105	79	332	258	100	331	74	475	138	489	294	418	217	175
"APOLIV"	940	7379	1832	25	819	1013	7	18	863	0	1269	18	464	137	624	180	1496	506
"APOM"	766	2317	129	1	89	40	0	1	186	130	44	55	185	7	1135	21	47	22
"APOO"	1115	74571	81	131	42	39	71	60	84	197	0	313	109	211	4449	4866	6520	4901
"APOOL"	3118	86069	248	108	134	114	52	56	450	23	0	22	617	668	441	272	309	178
"APP"	3650	290278	2458	1967	1456	1002	1108	859	1201	1094	190	1053	4404	5209	5429	5073	6883	5268
"APPBP2"	6481	83062	792	379	511	281	232	147	813	300	161	533	879	717	826	614	959	662
"APPL1"	6080	45733	1626	180	862	764	98	82	1216	91	200	78	2973	3107	2930	1995	3324	1810
"APPL2"	3269	62935	9062	2411	5479	3583	1214	1197	5168	941	3959	1273	1367	1292	1528	1231	1732	925
"APR2"	781	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"APRG1"	839	30835	94	0	54	40	0	0	183	31	0	0	0	0	0	0	0	0
"APRT"	810	2465	182	39	105	77	19	20	110	76	107	77	190	813	1115	1748	1057	2073
"APTX"	2133	29019	449	186	271	178	118	68	799	331	405	343	397	465	447	418	288	412
"AQ27"	2485	52386	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
"AQP1"	3238	72123	0	0	0	0	0	0	403	211	0	0	8	0	0	0	0	0
"AQP10"	2270	4210	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0
"AQP11"	1446	20013	1278	110	712	566	84	26	663	59	505	78	35	0	0	0	0	0
"AQP12"	3017	6639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AQP12A"	1087	6639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AQP12B"	3017	6489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AQP2"	4181	8140	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
"AQP3"	2909	6438	545	135	274	271	59	76	187	63	42	0	8200	6139	4117	2751	10310	4970
"AQP4"	5205	13708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AQP5"	1825	4184	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0
"AQP6"	3014	4660	16	9	16	0	9	0	130	81	0	0	0	0	0	2	0	3
"AQP7"	1528	17160	0	0	0	0	0	0	94	17	0	0	4	5	0	0	18	7
"AQP7L"	965	17160	0	0	0	0	0	0	94	17	0	0	4	5	0	0	18	6
"AQP7P1"	3184	19279	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
"AQP7P3"	531	34985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AQP7P4"	1085	17160	0	0	0	0	0	0	94	17	0	0	4	5	0	0	18	6
"AQP8"	1313	11969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AQP9"	3027	47704	956	10519	539	417	5643	4876	729	6297	62	9200	3209	5892	7995	16598	4271	8219
"AQR"	5114	113444	1047	419	519	528	192	227	942	370	247	415	910	1204	1245	982	1391	837
"AR"	4355	151708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARAF"	2429	10743	641	445	344	297	262	183	300	292	37	428	1677	1757	1848	1518	2201	1373
"ARAF1"	1403	7856	492	382	265	227	220	162	287	234	37	428	1163	1229	1135	876	1384	683
"ARAP1"	5906	108637	18110	7562	10625	7485	3944	3618	5702	4948	17494	13086	6934	6087	12313	9897	14687	9568
"ARAP2"	7393	178359	22674	137954	12787	9887	74306	63648	5269	60730	1437	33117	1442	4914	2858	5404	2396	1103
"ARAP3"	5294	28833	17	0	4	13	0	0	215	51	0	0	385	299	197	176	446	246
"ARC"	2946	3425	0	0	0	0	0	0	42	51	0	0	0	0	0	0	0	6
"ARC20"	1978	62597	7492	5713	4186	3306	3080	2633	3080	2946	6468	6846	12616	13712	11455	10822	15365	10794
"ARCH"	333	50414	269	20	140	129	0	20	175	0	0	61	359	249	257	283	361	273
"ARCN1"	4188	30645	727	997	436	291	602	395	311	541	112	941	5433	6520	5280	5230	6120	4265
"ARD1A"	1486	3730	172	8	113	59	8	0	71	12	134	0	407	340	412	540	630	593
"ARD1B"	1517	8900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AREG"	2482	179631	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	5
"ARF1"	2011	16063	5244	7197	2840	2404	3825	3372	1538	3806	3840	7530	10950	12081	14784	17405	16580	14564
"ARF1GAP"	3502	16978	1874	1054	1020	854	509	545	943	800	1569	1754	1475	1450	2517	2277	3156	2049
"ARF3"	3542	21262	2837	1462	1614	1223	834	628	1060	1984	413	1952	7269	8246	1384	1303	1941	768
"ARF4"	1769	26125	1684	2157	915	769	1182	975	612	1061	266	2505	1785	405	3002	2043	1632	1537
"ARF5"	984	3237	164	0	89	75	0	0	15	49	0	35	2652	2296	1463	2026	1861	2396
"ARF6"	3940	4037	745	1093	409	336	585	508	241	443	231	586	6766	6707	5730	3723	6964	3557
"ARFGAP1"	3287	16978	1874	1054	1020	854	509	545	943	800	1569	1754	1475	1450	2517	2277	3156	2049
"ARFGAP2"	2776	12567	2205	857	1173	1032	484	373	503	558	1406	1548	2980	1401	1569	2025	3878	2270
"ARFGAP3"	2849	60878	2324	3140	1379	945	1862	1278	573	1879	583	2950	1652	1990	1713	1531	1299	1366
"ARFGEF1"	7251	146017	9432	4534	5197	4235	2484	2050	4889	2974	1934	3601	2670	2952	3613	3038	4069	2406
"ARFGEF2"	9042	114956	7549	3772	4402	3147	2003	1769	4075	2171	4106	3983	3017	3997	4580	3893	4838	2939
"ARFIP1"	3097	131951	2159	446	1290	869	253	193	1621	418	253	278	678	743	777	662	885	729
"ARFIP2"	2725	5669	227	0	123	104	0	0	152	301	89	144	612	557	631	642	870	616
"ARFRP1"	2979	9016	1011	424	513	498	260	164	441	522	1097	1274	569	559	850	790	1108	848
"ARG1"	1479	11105	61	14	22	39	14	0	95	0	0	0	0	8	4	3	0	7
"ARG2"	1986	31857	864	197	502	362	101	96	544	190	43	132	2615	2857	2855	2376	3137	2128
"ARGFX"	5069	22692	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0
"ARGFXP2"	1203	1203	25	0	25	0	0	0	34	0	0	0	0	0	0	0	0	0
"ARGLU1"	2825	4998	3575	3316	1920	1655	1785	1531	1584	1660	1470	2020	3080	2186	4005	3244	4632	2588
"ARHE"	1288	18425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP1"	3355	23488	812	161	463	349	70	91	581	142	876	231	929	1866	2255	1451	3278	1795
"ARHGAP10"	3078	340475	199168	181123	111474	87694	96516	84607	75781	80416	117854	147621	5521	6191	5581	5387	7313	4819
"ARHGAP11A"	5628	24179	75	0	37	38	0	0	43	0	0	0	284	193	191	126	225	90
"ARHGAP11B"	1577	58932	178	39	119	59	19	20	293	32	0	29	35	33	167	112	145	46
"ARHGAP12"	4192	122547	2130	111	1207	923	66	45	1825	104	336	55	382	332	549	454	708	371
"ARHGAP15"	1772	639023	26800	26226	15110	11690	14472	11754	16028	13801	5227	14369	757	766	745	741	806	647
"ARHGAP17"	5476	38145	12197	922	6760	5437	483	439	6150	556	6273	504	2074	1299	2026	2240	4339	2126
"ARHGAP18"	3513	133131	42954	15293	17212	25742	10774	4519	24374	4710	20309	3592	5918	7556	6267	5791	6756	3659
"ARHGAP19"	5474	70484	44	0	23	21	0	0	303	89	59	0	802	894	817	639	821	453
"ARHGAP20"	6207	135009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP21"	7193	140061	3326	1247	1885	1441	685	562	3191	1201	711	1351	2110	2122	3677	3098	4607	2966
"ARHGAP22"	3296	210232	16763	6863	9064	7699	3662	3201	9023	5259	8230	8770	972	1001	1161	1117	1480	741
"ARHGAP23"	6299	54985	0	0	0	0	0	0	243	65	0	0	73	50	13	0	165	14
"ARHGAP24"	4653	527540	0	39	0	0	24	15	0	32	0	34	3	0	0	3	5	0
"ARHGAP25"	2938	91982	23697	19872	13079	10618	10828	9044	10231	8147	12918	16020	3321	3395	3521	2394	4228	3308
"ARHGAP26"	9063	458281	60555	51440	34127	26428	27911	23529	27010	24709	20496	27263	4431	4683	4048	3210	4497	2529
"ARHGAP27"	3666	31745	4035	1092	2392	1643	567	525	1328	1049	2611	797	1906	1808	2019	1549	2681	1552
"ARHGAP28"	5494	81228	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
"ARHGAP29"	9139	68845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP30"	4970	23029	3155	579	1683	1472	298	281	1249	185	2667	360	5960	4562	8090	5015	10886	5598
"ARHGAP4"	3378	18869	2821	633	1334	1487	477	156	1313	246	2971	709	3028	2958	4693	4183	5351	4074
"ARHGAP5"	9609	82439	0	0	0	0	0	0	0	0	0	0	59	76	17	37	11	0
"ARHGAP6"	5319	528160	0	0	0	0	0	0	15	0	0	0	0	9	7	18	0	0
"ARHGAP8"	2931	98407	100	0	63	37	0	0	535	249	0	31	56	42	85	82	102	113
"ARHGAP9"	2941	16560	3292	1193	1759	1533	608	585	1316	571	1852	992	3153	2375	2902	2259	5601	1974
"ARHGDIA"	1867	3642	606	769	210	396	412	357	300	367	737	711	6450	1122	2749	2868	3178	2839
"ARHGDIB"	1222	19614	4858	7668	2701	2157	4061	3607	1509	5163	1413	4766	5457	23251	6617	15224	15969	17719
"ARHGDIG"	2304	4596	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0
"ARHGEF1"	3493	10509	4538	1748	2590	1948	859	889	2116	1189	4919	2097	2932	3013	3542	3349	6603	3914
"ARHGEF10"	5619	134659	0	0	0	0	0	0	214	39	0	12	2	3	6	0	5	4
"ARHGEF10L"	4619	82788	610	385	306	304	208	177	2129	2538	257	1651	426	401	851	1170	645	449
"ARHGEF11"	6929	110531	4733	850	2766	1967	475	375	2533	730	1354	588	2129	2070	2759	2400	3778	2543
"ARHGEF11/KIAA0380"	553	8247	279	57	134	145	29	28	132	88	10	44	216	252	276	244	393	235
"ARHGEF12"	9672	104620	426	221	253	173	134	87	506	129	28	133	1326	1662	1425	1043	1568	826
"ARHGEF15"	4180	12240	0	0	0	0	0	0	239	60	0	0	57	71	76	3	298	86
"ARHGEF16"	2917	26530	0	0	0	0	0	0	211	80	0	0	0	0	0	0	0	0
"ARHGEF17"	7833	60763	349	12	174	175	7	5	818	259	67	11	460	402	318	256	722	466
"ARHGEF18"	5760	32798	2467	357	1405	1062	158	199	1965	458	2695	893	1585	1341	2247	1701	2818	1847
"ARHGEF19"	3045	14507	10	0	10	0	0	0	61	34	23	0	51	48	55	35	168	81
"ARHGEF2"	4477	43236	7856	9015	4289	3567	4583	4432	2160	4634	4820	13434	3996	4703	5827	7470	6060	6910
"ARHGEF3"	4065	48301	4415	436	2406	2009	257	179	2313	150	1781	94	1779	156	2135	758	2583	1141
"ARHGEF4"	4270	130614	1	0	0	1	0	0	71	36	0	0	0	0	0	0	0	0
"ARHGEF5"	5502	25237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGEF5L"	1920	9061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGEF6"	5289	115791	1335	403	830	505	215	188	1562	172	304	379	4176	1280	3575	3635	4650	2808
"ARHGEF7"	5545	179920	9113	4622	5144	3969	2484	2138	4961	3585	3160	5634	1699	1528	2204	1627	2336	1375
"ARHGEF9"	5460	120185	567	54	334	233	34	20	463	78	56	0	234	214	205	129	338	173
"ARID1A"	8605	86081	18708	3802	10475	8233	2094	1708	7746	1938	15359	4019	3789	2493	4126	1920	5443	2373
"ARID1A variant protein"	4255	7783	2288	558	1251	1037	280	278	753	239	1027	293	3137	2010	3230	1472	4316	1928
"ARID1B"	8244	431317	34673	21612	19500	15173	11795	9817	17962	10823	11243	15375	1930	1963	1926	1618	2599	1478
"ARID2"	8487	178201	7854	2947	4337	3517	1740	1207	4321	2030	1516	3067	1661	1901	1628	1137	1809	911
"ARID3A"	2807	46756	4591	2131	2477	2114	1099	1032	1729	1506	1974	1935	2045	1791	1139	1211	1384	1152
"ARID3B"	4251	56924	60	0	37	23	0	0	116	67	0	0	42	36	94	40	130	11
"ARID3C"	1245	6557	0	0	0	0	0	0	41	12	0	0	0	0	0	0	0	0
"ARID4A"	5793	75228	5103	476	2820	2283	296	180	2617	338	503	296	1736	1666	1842	1005	1864	1194
"ARID4B"	6090	161323	11169	25617	6241	4928	13987	11630	5079	12553	3398	22778	2431	2963	2727	2506	2868	1713
"ARID4B variant protein"	2326	99908	8029	19840	4459	3570	10803	9037	3317	9210	2867	18778	244	261	349	376	309	164
"ARID5A"	2593	15908	3543	9415	1961	1582	5001	4414	921	3219	2176	4527	2379	3792	3175	3220	3414	2394
"ARID5B"	7517	195262	509	1988	251	258	1178	810	1011	2688	42	1766	557	794	850	1160	670	531
"ARIH1"	5264	112230	8865	10576	4914	3951	5708	4868	4032	5793	2559	8266	2404	2811	2370	2175	2578	1743
"ARIH2"	4199	66690	2987	2595	1712	1275	1411	1184	1408	1487	1439	3377	2412	2878	2916	2785	3105	2205
"ARL1"	3196	14651	146	0	95	51	0	0	92	0	0	0	815	840	854	874	829	784
"ARL10"	2409	8003	47	0	39	8	0	0	151	38	0	0	86	64	68	72	136	49
"ARL11"	3296	5109	67	0	12	55	0	0	117	10	0	0	418	264	392	191	413	149
"ARL13A"	1544	21123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"ARL13B"	3720	75141	386	36	249	137	19	17	283	247	0	120	209	369	174	209	269	200
"ARL14"	1287	1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARL15"	2491	425791	33220	24705	18365	14855	13743	10962	13691	9118	7517	14137	465	645	123	771	527	410
"ARL16"	1495	2392	117	14	39	78	3	11	62	28	0	0	60	76	328	215	298	233
"ARL17"	5276	26936	51	0	42	9	0	0	74	41	0	0	0	0	892	886	1053	602
"ARL17P1"	5277	26968	1063	466	609	454	269	197	1139	391	123	130	352	284	2432	1833	3365	1739
"ARL2"	1287	5472	43	0	29	14	0	0	90	24	0	0	715	573	638	664	1250	818
"ARL2BP"	2106	8509	10	0	10	0	0	0	60	23	0	20	1275	1244	1319	950	1879	1201
"ARL3"	3874	40702	0	0	0	0	0	0	91	0	0	0	284	305	302	233	378	265
"ARL4A"	3161	3597	0	73	0	0	18	55	0	53	0	0	543	1955	104	352	212	299
"ARL4C"	4007	4007	870	190	510	360	109	81	330	79	182	0	4549	3473	3810	1762	3917	2030
"ARL4D"	1586	2152	0	0	0	0	0	0	11	11	0	0	0	4	4	26	24	16
"ARL5"	1330	39418	2171	0	1266	905	0	0	1391	43	264	0	1687	1982	2135	1689	2211	1482
"ARL5A"	3175	27531	1239	0	764	475	0	0	1022	22	154	0	1626	1674	497	423	472	308
"ARL5B"	3595	18629	349	7122	180	169	3835	3287	41	4121	0	4650	666	14157	712	9880	293	7177
"ARL5C"	1189	3514	0	0	0	0	0	0	61	28	0	0	0	0	0	0	0	0
"ARL6"	1483	36358	0	0	0	0	0	0	6	0	0	0	0	31	15	0	23	10
"ARL6IP1"	2337	9703	422	278	251	171	144	134	219	244	0	305	6817	7027	8360	1902	2017	6617
"ARL6IP4"	1405	2583	331	138	189	142	81	57	131	77	213	107	2631	2132	2618	2122	3552	2287
"ARL6IP5"	2129	21149	4547	2811	2554	1993	1561	1250	1837	1124	1775	2371	15983	17149	10612	7995	24811	13603
"ARL6IP6"	2814	43346	2822	859	1607	1215	487	372	1470	610	629	568	657	821	634	383	677	446
"ARL8A"	2352	11891	1038	187	523	515	108	79	456	227	634	507	1649	1571	2193	1593	2621	1572
"ARL8B"	2990	58671	12894	66575	7304	5590	36123	30452	3384	26500	5169	54775	3378	8849	4326	9288	4654	5786
"ARL9"	840	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARM2"	1706	19433	229	0	119	110	0	0	215	20	166	0	770	885	1344	1153	1489	1104
"ARMC1"	2648	31362	285	18	198	87	0	18	218	12	0	0	148	114	252	280	292	216
"ARMC10"	2858	24879	470	74	262	208	41	33	333	0	0	13	621	758	1018	840	940	739
"ARMC2"	3429	125733	0	0	0	0	0	0	26	9	0	0	22	7	24	21	15	9
"ARMC3"	2825	109560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARMC4"	3595	186694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARMC5"	4676	8172	120	38	64	56	20	18	80	80	0	50	425	530	444	732	570	615
"ARMC6"	2404	24509	291	83	144	147	42	41	345	85	100	109	665	440	893	600	1167	705
"ARMC7"	2129	20280	437	0	173	264	0	0	310	39	312	21	761	379	603	131	1176	443
"ARMC8"	3855	110073	3027	385	1734	1293	215	170	2019	222	502	209	964	761	1263	1042	1589	971
"ARMC9"	3804	111589	16	0	6	10	0	0	234	47	16	37	56	57	69	71	158	113
"ARMCX1"	2135	4161	0	0	0	0	0	0	22	0	0	0	44	45	101	134	84	52
"ARMCX2"	3121	4597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
"ARMCX3"	3400	4713	215	497	82	133	312	185	70	327	0	236	980	1630	1244	1630	1257	1056
"ARMCX5"	2943	4927	104	19	53	51	19	0	13	4	0	0	378	334	409	271	409	231
"ARMCX6"	1845	2879	0	0	0	0	0	0	0	0	0	0	120	145	412	394	358	347
"ARMS2"	809	2690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
